_time,count,normalised
1698102000,44945,45329
1698105600,34665,33592
1698109200,40583,38209
1698112800,43746,43214
1698116400,54517,37548
1698120000,35080,34329
1698123600,37773,33807
1698127200,48485,46509
1698130800,69882,67183
1698134400,59488,57714
1698138000,56310,56727
1698141600,45805,42421
1698145200,64828,54138
1698148800,72490,67659
1698152400,90210,81936
1698156000,101275,86733
1698159600,88132,78151
1698163200,67451,62630
1698166800,64074,60282
1698170400,69164,64749
1698174000,74556,70474
1698177600,58100,56677
1698181200,49890,50847
1698184800,38063,37989
1698188400,37515,33917
1698192000,35780,33883
1698195600,44015,42352
1698199200,44934,40705
1698202800,57736,39397
1698206400,41124,38707
1698210000,55570,49127
1698213600,49800,46693
1698217200,71281,68843
1698220800,64020,63564
1698224400,63569,60139
1698228000,63269,59458
1698231600,75802,70156
1698235200,77764,73329
1698238800,107270,103875
1698242400,130812,117852
1698246000,102340,89549
1698249600,77087,70888
1698253200,73390,66065
1698256800,69970,64293
1698260400,85209,82282
1698264000,133491,129347
1698267600,71758,65467
1698271200,38509,36774
1698274800,38641,37866
1698278400,35461,34559
1698282000,35523,33444
1698285600,40011,39205
1698289200,57061,37962
1698292800,32429,29418
1698296400,58605,56560
1698300000,60239,56292
1698303600,62940,61879
1698307200,71359,68954
1698310800,63794,61938
1698314400,51349,47913
1698318000,72599,59886
1698321600,81031,74953
1698325200,93161,84606
1698328800,105528,92185
1698332400,93884,88711
1698336000,71819,71368
1698339600,71523,61410
1698343200,64716,60443
1698346800,66667,62774
1698350400,56721,56110
1698354000,44498,43570
1698357600,38217,38390
1698361200,38117,35502
1698364800,34375,32204
1698368400,33875,32638
1698372000,33091,32254
1698375600,57988,37024
1698379200,32532,30866
1698382800,47217,46933
1698386400,48906,47325
1698390000,58202,56612
1698393600,59324,55409
1698397200,53706,51238
1698400800,50267,47303
1698404400,66344,59726
1698408000,71047,65076
1698411600,78821,74289
1698415200,109281,102228
1698418800,93145,92179
1698422400,62279,63977
1698426000,68063,64166
1698429600,61140,61253
1698433200,59575,56613
1698436800,48679,46938
1698440400,53617,46882
1698444000,34787,32779
1698447600,30502,29744
1698451200,26170,24166
1698454800,22520,19577
1698458400,18130,17601
1698462000,43173,25124
1698465600,17819,16698
1698469200,21952,19035
1698472800,22347,21488
1698476400,28742,26157
1698480000,25307,23990
1698483600,23070,21226
1698487200,22969,21727
1698490800,31187,21133
1698494400,27805,26699
1698498000,24641,21219
1698501600,24367,21522
1698505200,22603,21116
1698508800,21278,21366
1698512400,20847,17758
1698516000,17792,16954
1698519600,18142,16566
1698523200,18481,17748
1698526800,18569,18041
1698530400,18479,17458
1698534000,18631,17908
1698537600,24704,20409
1698541200,17337,16492
1698544800,16387,15809
1698548400,42883,27595
1698552000,15891,14931
1698555600,19912,16788
1698559200,18865,18098
1698562800,24269,22312
1698566400,22311,21312
1698570000,22987,22539
1698573600,21296,20873
1698577200,29780,20363
1698580800,24107,24021
1698584400,26289,23701
1698588000,22432,21526
1698591600,20959,19430
1698595200,20544,19571
1698598800,20843,18844
1698602400,20976,19257
1698606000,20586,19652
1698609600,20601,20038
1698613200,22363,21329
1698616800,23638,23198
1698620400,29729,27572
1698624000,29374,27132
1698627600,35965,34505
1698631200,50963,49311
1698634800,59589,41199
1698638400,35170,31557
1698642000,42873,38038
1698645600,47273,46647
1698649200,62495,60711
1698652800,63866,57664
1698656400,59172,56485
1698660000,58277,53493
1698663600,72957,60826
1698667200,88377,85543
1698670800,96304,92285
1698674400,111391,108024
1698678000,97634,96022
1698681600,75895,74212
1698685200,74334,70634
1698688800,77317,67790
1698692400,66069,64498
1698696000,59476,57060
1698699600,55985,54551
1698703200,38928,38129
1698706800,43936,41373
1698710400,39171,39770
1698714000,45578,38015
1698717600,40342,39444
1698721200,59853,44632
1698724800,37863,35390
1698728400,43156,41823
1698732000,46779,46189
1698735600,65756,62671
1698739200,62314,63037
1698742800,59626,55515
1698746400,54917,51320
1698750000,70979,63413
1698753600,81367,78765
1698757200,113408,112053
1698760800,97931,90141
1698764400,102815,95001
1698768000,77192,74140
1698771600,86253,79399
1698775200,67711,65170
1698778800,63045,60198
1698782400,65990,61063
1698786000,48439,47851
1698789600,36395,37536
1698793200,40305,36296
1698796800,39784,37783
1698800400,40680,37906
1698804000,41148,40953
1698807600,54561,36564
1698811200,35705,34071
1698814800,41288,35236
1698818400,45570,43716
1698822000,54118,49371
1698825600,63700,64108
1698829200,55677,53722
1698832800,52651,47536
1698836400,81840,70074
1698840000,3070,3585
1698843600,85392,84479
1698847200,112952,113653
1698850800,96373,93388
1698854400,100504,75845
1698858000,77661,72076
1698861600,94513,82569
1698865200,72890,72381
1698868800,64863,61589
1698872400,55475,52856
1698876000,46479,46146
1698879600,44697,46370
1698883200,42210,40170
1698886800,36147,36802
1698890400,34901,33452
1698894000,61262,41515
1698897600,32621,31098
1698901200,39538,37076
1698904800,53542,51843
1698908400,60446,54904
1698912000,68324,69523
1698915600,62195,59508
1698919200,56034,54496
1698922800,78741,68601
1698926400,82834,78520
1698930000,178092,177792
1698933600,118896,115508
1698937200,118059,101916
1698940800,144896,138534
1698944400,75983,80252
1698948000,71852,64890
1698951600,68059,64946
1698955200,62021,58651
1698958800,55432,48706
1698962400,36511,36825
1698966000,40264,41290
1698969600,35652,32594
1698973200,34247,34043
1698976800,36487,34915
1698980400,58060,38905
1698984000,32363,30044
1698987600,37477,33118
1698991200,44066,43680
1698994800,58055,56509
1698998400,59875,57015
1699002000,56955,56806
1699005600,54620,50455
1699009200,64914,53778
1699012800,65650,61486
1699016400,80344,77300
1699020000,92604,80919
1699023600,83061,78832
1699027200,61249,60576
1699030800,65004,60386
1699034400,59171,55578
1699038000,57413,54722
1699041600,48606,46860
1699045200,45407,43551
1699048800,32993,31528
1699052400,31692,32655
1699056000,28218,26412
1699059600,24476,20747
1699063200,20602,20789
1699066800,42567,20156
1699070400,18303,17488
1699074000,24443,21239
1699077600,22633,20938
1699081200,27149,25917
1699084800,25512,24536
1699088400,24134,22494
1699092000,24790,22588
1699095600,32480,23775
1699099200,28918,27376
1699102800,28556,23704
1699106400,27179,24798
1699110000,24422,22989
1699113600,21231,19984
1699117200,20748,19354
1699120800,19583,19121
1699124400,20178,18551
1699128000,18895,18195
1699131600,17056,16697
1699135200,19318,17153
1699138800,21126,19793
1699142400,18256,16597
1699146000,21409,16509
1699149600,17305,15930
1699153200,40751,16306
1699156800,17277,17083
1699160400,20787,18273
1699164000,19645,17965
1699167600,22921,21844
1699171200,18941,18002
1699174800,21314,19632
1699178400,19359,18490
1699182000,22931,21565
1699185600,29460,19677
1699189200,24855,23331
1699192800,25275,21470
1699196400,21259,19512
1699200000,20102,17927
1699203600,19229,18040
1699207200,19654,18615
1699210800,17926,17366
1699214400,19247,17802
1699218000,19550,19002
1699221600,21544,19501
1699225200,28271,25587
1699228800,33116,33941
1699232400,37775,35954
1699236000,37652,33310
1699239600,48747,44327
1699243200,55938,33862
1699246800,36695,33853
1699250400,45535,40358
1699254000,56772,53796
1699257600,72631,73748
1699261200,67334,61638
1699264800,55136,58515
1699268400,61382,58541
1699272000,79494,66989
1699275600,82203,74161
1699279200,99349,95522
1699282800,118843,98943
1699286400,92553,89156
1699290000,78851,79907
1699293600,71608,64581
1699297200,66396,65501
1699300800,62674,62391
1699304400,51869,49961
1699308000,71717,62697
1699311600,62500,52346
1699315200,39468,38366
1699318800,43230,41764
1699322400,41349,39763
1699326000,42429,42207
1699329600,54561,38453
1699333200,36728,33381
1699336800,48900,45197
1699340400,53308,51101
1699344000,58069,55591
1699347600,66738,63498
1699351200,52354,52088
1699354800,53225,48663
1699358400,82148,73149
1699362000,87782,79469
1699365600,132641,133271
1699369200,100658,94248
1699372800,87823,78110
1699376400,77969,74624
1699380000,70673,65730
1699383600,71097,65100
1699387200,76127,70929
1699390800,51920,52391
1699394400,46133,44661
1699398000,43871,40578
1699401600,39726,37893
1699405200,37495,36164
1699408800,37503,36565
1699412400,32221,31336
1699416000,50127,33069
1699419600,38944,35985
1699423200,49244,46306
1699426800,50674,47774
1699430400,73332,75093
1699434000,56986,57395
1699437600,52811,52140
1699441200,55107,51742
1699444800,78630,69943
1699448400,87737,90548
1699452000,108797,102254
1699455600,97561,93339
1699459200,142256,114728
1699462800,72727,71853
1699466400,74655,68075
1699470000,100257,102184
1699473600,132872,131781
1699477200,57984,56692
1699480800,47211,47089
1699484400,59266,57399
1699488000,41592,40434
1699491600,40303,36322
1699495200,35822,33721
1699498800,33978,30105
1699502400,52113,31410
1699506000,35955,34398
1699509600,49617,48055
1699513200,49826,46669
1699516800,63463,57997
1699520400,64123,59431
1699524000,52581,50616
1699527600,60140,56708
1699531200,79793,69120
1699534800,84294,77746
1699538400,99710,89165
1699542000,86753,80866
1699545600,87667,77558
1699549200,79195,75465
1699552800,71492,65883
1699556400,78332,77355
1699560000,62395,56849
1699563600,49753,48151
1699567200,47054,42305
1699570800,43946,45265
1699574400,46325,41428
1699578000,36330,35882
1699581600,48803,45276
1699585200,37370,35076
1699588800,54877,37782
1699592400,33270,32061
1699596000,48726,47841
1699599600,52424,52102
1699603200,69456,69808
1699606800,61331,56933
1699610400,57960,57309
1699614000,48551,44995
1699617600,66829,56574
1699621200,35196,29469
